Player Name,League,Position,Age,Matches Played,Starts,90s Played,Goals,Assists,Yellow Cards,Red Cards,Total Shots,Shots on Target,Passes Completed,Passes Attempted,Key Passes,Completed Passes into PA,Players Dribbled Past,Dribbles into PA,Current Market Value (USD)
Dan Burn,Premier League,DF,28.0,46.0,43.0,42.1,0.0,0.0,8.0,0.0,19.0,0.0,1830.0,2412.0,20.0,26.0,32.0,5.0,5500000.0
Ignacio Pussetto,Serie A,FW,25.0,65.0,35.0,37.2,8.0,5.0,12.0,0.0,85.0,28.0,736.0,1072.0,39.0,26.0,79.0,31.0,5500000.0
Opa Nguette,Ligue 1,"FW,MF",26.0,59.0,47.0,44.2,8.0,3.0,4.0,0.0,72.0,28.0,826.0,1080.0,41.0,17.0,175.0,34.0,5500000.0
Juan Miranda,La Liga,DF,21.0,19.0,13.0,14.5,1.0,1.0,3.0,0.0,6.0,2.0,547.0,743.0,18.0,21.0,6.0,2.0,5500000.0
Christophe Hérelle,Ligue 1,DF,28.0,93.0,90.0,88.1,3.0,0.0,22.0,3.0,41.0,8.0,4266.0,4900.0,15.0,13.0,21.0,2.0,5500000.0
Randal Kolo Muani,Ligue 1,FW,22.0,25.0,18.0,18.2,2.0,1.0,3.0,0.0,38.0,13.0,237.0,342.0,23.0,11.0,29.0,26.0,5500000.0
Tommaso Pobega,Serie A,MF,21.0,13.0,10.0,8.5,3.0,0.0,4.0,0.0,9.0,4.0,211.0,282.0,6.0,5.0,3.0,1.0,5500000.0
Santiago Cáseres,La Liga,MF,21.0,23.0,17.0,17.6,0.0,1.0,10.0,0.0,5.0,1.0,781.0,861.0,15.0,5.0,13.0,2.0,5280000.0
Ciaran Clark,Premier League,DF,31.0,55.0,52.0,52.099999999999994,8.0,1.0,9.0,0.0,29.0,13.0,1254.0,1690.0,9.0,10.0,14.0,0.0,5280000.0
Jean-Paul Boëtius,Bundesliga,"MF,FW",26.0,74.0,66.0,62.699999999999996,8.0,14.0,16.0,0.0,106.0,30.0,1710.0,2273.0,82.0,64.0,116.0,30.0,5280000.0
Lautaro Valenti,Serie A,DF,22.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,77.0,89.0,0.0,0.0,1.0,0.0,5280000.0
Robbie Brady,Premier League,MF,29.0,60.0,35.0,35.7,3.0,6.0,9.0,1.0,59.0,13.0,825.0,1330.0,54.0,41.0,47.0,14.0,5280000.0
Dale Stephens,Premier League,MF,31.0,104.0,96.0,94.3,1.0,5.0,20.0,1.0,50.0,6.0,4110.0,4852.0,56.0,51.0,38.0,4.0,5280000.0
Bernardo,Premier League,"DF,MF",25.0,57.0,43.0,44.3,1.0,2.0,7.0,0.0,31.0,9.0,1745.0,2376.0,19.0,32.0,39.0,4.0,5280000.0
Mark Noble,Premier League,MF,33.0,102.0,92.0,84.5,13.0,8.0,18.0,1.0,40.0,12.0,3714.0,4492.0,84.0,83.0,65.0,15.0,4950000.0
Ernesto Torregrossa,Serie A,FW,28.0,26.0,22.0,20.8,8.0,3.0,8.0,0.0,62.0,22.0,338.0,516.0,21.0,18.0,42.0,19.0,4950000.0
Koray Günter,Serie A,DF,26.0,56.0,45.0,45.7,0.0,0.0,8.0,0.0,11.0,2.0,1755.0,2043.0,7.0,12.0,14.0,0.0,4950000.0
Flavien Tait,Ligue 1,"MF,FW",27.0,97.0,76.0,74.5,11.0,13.0,10.0,3.0,164.0,71.0,2421.0,3280.0,141.0,101.0,195.0,59.0,4950000.0
Kortney Hause,Premier League,DF,25.0,22.0,21.0,21.2,2.0,0.0,4.0,0.0,23.0,4.0,695.0,930.0,1.0,1.0,11.0,0.0,4950000.0
Sebastian Rudy,Bundesliga,DF,30.0,92.0,76.0,73.1,3.0,8.0,17.0,0.0,58.0,22.0,3101.0,3829.0,97.0,69.0,46.0,10.0,4950000.0
Omar Colley,Serie A,DF,28.0,64.0,62.0,62.2,1.0,1.0,14.0,1.0,37.0,8.0,2436.0,2906.0,8.0,5.0,11.0,2.0,4950000.0
Roger Assalé,Ligue 1,"FW,MF",27.0,21.0,7.0,9.9,2.0,1.0,1.0,1.0,15.0,9.0,165.0,218.0,8.0,8.0,27.0,11.0,4950000.0
Mateo Musacchio,Serie A,DF,28.0,62.0,58.0,58.7,1.0,1.0,8.0,1.0,22.0,3.0,3318.0,3708.0,26.0,18.0,16.0,1.0,4950000.0
Renato Steffen,Bundesliga,"FW,MF",29.0,88.0,55.0,53.3,14.0,6.0,15.0,0.0,84.0,28.0,1493.0,1971.0,58.0,65.0,71.0,26.0,4950000.0
Sasa Kalajdzic,Bundesliga,FW,23.0,15.0,7.0,7.4,5.0,3.0,1.0,0.0,25.0,7.0,147.0,221.0,11.0,2.0,5.0,4.0,4950000.0
Nehuén Pérez,La Liga,DF,20.0,4.0,2.0,2.4,0.0,0.0,0.0,0.0,1.0,0.0,28.0,46.0,0.0,0.0,0.0,0.0,4950000.0
Federico Fernández,Premier League,DF,31.0,97.0,92.0,90.60000000000001,3.0,4.0,17.0,0.0,28.0,9.0,2819.0,3582.0,15.0,17.0,14.0,0.0,4950000.0
Michael Obafemi,Premier League,FW,20.0,29.0,9.0,9.2,4.0,3.0,2.0,0.0,21.0,6.0,133.0,171.0,12.0,5.0,22.0,12.0,4950000.0
Gastón Ramírez,Serie A,"FW,MF",30.0,105.0,72.0,64.0,14.0,13.0,25.0,1.0,126.0,51.0,2101.0,2905.0,123.0,96.0,151.0,22.0,4950000.0
Michael Gregoritsch,Bundesliga,"FW,MF",26.0,100.0,81.0,76.39999999999999,21.0,8.0,10.0,0.0,215.0,70.0,1552.0,2273.0,67.0,50.0,55.0,19.0,4950000.0
Fraser Forster,Premier League,GK,32.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,498.0,0.0,0.0,0.0,0.0,4950000.0
Emanuel Vignato,Serie A,"FW,MF",20.0,26.0,14.0,14.0,2.0,2.0,1.0,0.0,23.0,9.0,494.0,651.0,25.0,23.0,22.0,10.0,4950000.0
Rubén Duarte,La Liga,DF,25.0,105.0,103.0,100.30000000000001,0.0,3.0,35.0,4.0,57.0,16.0,2943.0,4231.0,62.0,67.0,29.0,11.0,4950000.0
Paul Dummett,Premier League,DF,29.0,64.0,56.0,55.20000000000001,0.0,0.0,4.0,0.0,13.0,3.0,1543.0,2180.0,15.0,25.0,5.0,2.0,4950000.0
Leonardo Pavoletti,Serie A,FW,32.0,83.0,68.0,66.69999999999999,28.0,3.0,18.0,0.0,195.0,70.0,1261.0,1828.0,43.0,25.0,33.0,11.0,4950000.0
Max Kilman,Premier League,DF,23.0,14.0,10.0,10.5,0.0,1.0,1.0,0.0,3.0,1.0,422.0,489.0,2.0,1.0,3.0,0.0,4950000.0
Marvin Friedrich,Bundesliga,DF,25.0,47.0,47.0,47.0,6.0,0.0,12.0,1.0,42.0,10.0,1577.0,1985.0,6.0,11.0,21.0,0.0,4950000.0
Raúl Guti,La Liga,MF,24.0,16.0,13.0,13.4,1.0,0.0,2.0,0.0,9.0,3.0,390.0,479.0,0.0,1.0,19.0,1.0,4950000.0
Mitchell Weiser,Bundesliga,DF,26.0,77.0,61.0,61.0,4.0,5.0,8.0,0.0,34.0,13.0,3141.0,4023.0,74.0,83.0,100.0,20.0,4950000.0
Jetro Willems,Premier League,DF,25.0,65.0,44.0,43.2,2.0,5.0,6.0,1.0,41.0,16.0,1266.0,1820.0,68.0,58.0,79.0,16.0,4950000.0
Yvan Neyou,Ligue 1,MF,24.0,16.0,15.0,14.6,1.0,1.0,6.0,0.0,18.0,5.0,654.0,743.0,10.0,2.0,26.0,0.0,4950000.0
Jean Lucas,Ligue 1,FW,22.0,20.0,2.0,4.3,1.0,0.0,4.0,0.0,11.0,2.0,252.0,290.0,3.0,1.0,16.0,2.0,4950000.0
Amer Gojak,Serie A,"MF,FW",23.0,9.0,5.0,3.6,1.0,1.0,1.0,0.0,2.0,1.0,123.0,169.0,6.0,0.0,4.0,0.0,4950000.0
Thiago Silva,Premier League,DF,36.0,85.0,82.0,77.89999999999999,3.0,2.0,13.0,0.0,39.0,12.0,5902.0,6251.0,11.0,26.0,12.0,0.0,4950000.0
Igor,Serie A,DF,22.0,36.0,29.0,29.7,0.0,1.0,11.0,0.0,6.0,2.0,1375.0,1574.0,9.0,10.0,19.0,4.0,4950000.0
Tiago Djaló,Ligue 1,DF,20.0,17.0,13.0,13.3,0.0,0.0,3.0,0.0,2.0,0.0,740.0,852.0,2.0,4.0,9.0,3.0,4950000.0
Arnaud Nordin,Ligue 1,"FW,MF",22.0,59.0,31.0,32.099999999999994,6.0,4.0,5.0,0.0,82.0,31.0,675.0,876.0,31.0,30.0,83.0,34.0,4950000.0
James McCarthy,Premier League,MF,30.0,45.0,24.0,25.9,0.0,0.0,10.0,0.0,13.0,3.0,808.0,1065.0,21.0,11.0,15.0,1.0,4950000.0
Clément Grenier,Ligue 1,MF,30.0,70.0,60.0,58.60000000000001,11.0,9.0,11.0,0.0,94.0,29.0,2632.0,3482.0,110.0,50.0,60.0,5.0,4620000.0
Florian Lejeune,La Liga,DF,29.0,58.0,56.0,55.49999999999999,2.0,2.0,10.0,0.0,31.0,8.0,1842.0,2409.0,14.0,5.0,13.0,0.0,4620000.0
Nicola Murru,Serie A,DF,26.0,91.0,80.0,77.9,0.0,6.0,19.0,1.0,32.0,2.0,2985.0,4162.0,62.0,77.0,63.0,12.0,4620000.0
Victorien Angban,Ligue 1,MF,24.0,39.0,28.0,26.3,0.0,1.0,4.0,0.0,8.0,1.0,1171.0,1331.0,13.0,10.0,41.0,1.0,4400000.0
Charlie Taylor,Premier League,DF,27.0,88.0,82.0,82.3,0.0,3.0,9.0,0.0,9.0,1.0,2723.0,3872.0,38.0,63.0,90.0,10.0,4400000.0
Florian Kainz,Bundesliga,"FW,MF",26.0,66.0,40.0,40.400000000000006,8.0,10.0,12.0,0.0,84.0,29.0,1140.0,1721.0,91.0,82.0,75.0,19.0,4400000.0
Juraj Kucka,Serie A,"MF,FW",33.0,58.0,53.0,51.8,13.0,7.0,13.0,2.0,94.0,26.0,1241.0,1776.0,44.0,23.0,82.0,6.0,4400000.0
Eliaquim Mangala,La Liga,DF,29.0,24.0,18.0,17.9,0.0,0.0,4.0,1.0,7.0,0.0,688.0,798.0,2.0,1.0,3.0,0.0,4400000.0
Yassine Benrahou,Ligue 1,MF,21.0,29.0,17.0,17.5,2.0,5.0,3.0,0.0,42.0,15.0,560.0,778.0,35.0,16.0,34.0,3.0,4400000.0
Flavius Daniliuc,Ligue 1,DF,19.0,12.0,8.0,9.1,0.0,0.0,0.0,0.0,3.0,0.0,604.0,682.0,2.0,3.0,0.0,0.0,4400000.0
Junior Sambia,Ligue 1,DF,24.0,94.0,39.0,46.300000000000004,2.0,11.0,10.0,1.0,83.0,33.0,1651.0,2136.0,81.0,60.0,83.0,15.0,4400000.0
Eric Maxim Choupo-Moting,Bundesliga,"FW,MF",31.0,68.0,40.0,41.0,11.0,6.0,5.0,0.0,106.0,30.0,777.0,1062.0,32.0,37.0,105.0,30.0,4400000.0
Florian Müller,Bundesliga,GK,23.0,58.0,57.0,57.5,0.0,0.0,0.0,0.0,0.0,0.0,1383.0,2090.0,2.0,3.0,2.0,0.0,4400000.0
Robert Andrich,Bundesliga,MF,26.0,43.0,43.0,40.7,5.0,3.0,15.0,2.0,66.0,13.0,1321.0,1812.0,42.0,40.0,41.0,10.0,4400000.0
Odion Ighalo,Premier League,FW,31.0,12.0,0.0,1.2000000000000002,0.0,0.0,0.0,0.0,7.0,3.0,22.0,24.0,2.0,1.0,4.0,1.0,4400000.0
Robert Snodgrass,Premier League,"FW,DF",33.0,61.0,43.0,42.6,7.0,10.0,14.0,0.0,53.0,18.0,1327.0,1815.0,94.0,45.0,55.0,34.0,4400000.0
Danny Drinkwater,Premier League,MF,29.0,17.0,10.0,9.4,1.0,0.0,1.0,0.0,8.0,2.0,474.0,563.0,4.0,4.0,4.0,0.0,4400000.0
Lucas Leiva,Serie A,MF,34.0,101.0,91.0,83.4,2.0,6.0,32.0,1.0,55.0,16.0,4548.0,5235.0,82.0,58.0,64.0,5.0,4400000.0
Lucas Höler,Bundesliga,FW,26.0,90.0,62.0,60.4,15.0,4.0,6.0,0.0,115.0,44.0,997.0,1471.0,53.0,34.0,80.0,49.0,4400000.0
Damien Da Silva,Ligue 1,DF,32.0,107.0,106.0,105.3,11.0,3.0,18.0,0.0,59.0,26.0,4472.0,5202.0,11.0,12.0,36.0,0.0,4400000.0
Anthony Caci,Ligue 1,DF,23.0,52.0,48.0,46.7,1.0,7.0,1.0,0.0,14.0,3.0,2250.0,2817.0,29.0,46.0,32.0,6.0,4400000.0
Valon Berisha,Ligue 1,MF,27.0,40.0,25.0,26.4,0.0,3.0,3.0,0.0,29.0,5.0,1104.0,1360.0,38.0,23.0,13.0,4.0,4400000.0
Rodrigo Battaglia,La Liga,MF,29.0,17.0,17.0,16.1,0.0,0.0,5.0,1.0,8.0,1.0,420.0,506.0,1.0,2.0,6.0,0.0,4400000.0
Edu Expósito,La Liga,MF,24.0,55.0,38.0,41.5,4.0,2.0,7.0,0.0,53.0,21.0,1246.0,1561.0,41.0,22.0,43.0,11.0,4400000.0
Nathaniel Clyne,Premier League,DF,29.0,30.0,25.0,24.6,0.0,2.0,4.0,0.0,7.0,1.0,946.0,1225.0,8.0,22.0,9.0,0.0,4400000.0
Adrien Silva,Serie A,MF,31.0,62.0,42.0,43.0,0.0,3.0,19.0,0.0,36.0,8.0,2021.0,2398.0,33.0,24.0,51.0,2.0,4400000.0
Nico Schlotterbeck,Bundesliga,DF,21.0,19.0,8.0,8.6,1.0,0.0,1.0,0.0,9.0,4.0,333.0,424.0,3.0,1.0,7.0,2.0,4400000.0
Jonathan Schmid,Bundesliga,DF,30.0,100.0,87.0,88.30000000000001,8.0,10.0,4.0,0.0,92.0,35.0,3251.0,4240.0,114.0,89.0,53.0,17.0,4400000.0
Filippo Romagna,Serie A,DF,22.0,59.0,53.0,53.8,0.0,0.0,5.0,0.0,11.0,2.0,2230.0,2592.0,6.0,11.0,8.0,0.0,4400000.0
Rachid Alioui,Ligue 1,FW,28.0,56.0,28.0,31.499999999999996,11.0,1.0,2.0,0.0,108.0,41.0,620.0,856.0,37.0,25.0,38.0,20.0,4400000.0
Joselu,La Liga,FW,30.0,100.0,71.0,72.5,20.0,4.0,10.0,0.0,188.0,63.0,1322.0,2265.0,42.0,23.0,50.0,17.0,4400000.0
Paulo Gazzaniga,Premier League,GK,27.0,22.0,21.0,21.9,0.0,0.0,1.0,0.0,0.0,0.0,403.0,640.0,1.0,0.0,0.0,0.0,4400000.0
Paulo Oliveira,La Liga,DF,29.0,92.0,83.0,83.9,1.0,1.0,14.0,1.0,39.0,9.0,2161.0,3112.0,7.0,11.0,8.0,0.0,4400000.0
Joel Robles,La Liga,GK,30.0,47.0,47.0,46.1,0.0,0.0,3.0,1.0,0.0,0.0,1178.0,1620.0,1.0,1.0,0.0,0.0,4400000.0
Nicolò Rovella,Serie A,MF,19.0,11.0,8.0,7.9,0.0,0.0,1.0,0.0,7.0,1.0,331.0,396.0,7.0,6.0,4.0,2.0,4400000.0
Wout Faes,Ligue 1,DF,22.0,17.0,17.0,16.5,1.0,0.0,5.0,1.0,6.0,1.0,698.0,806.0,1.0,2.0,5.0,0.0,4400000.0
Percy Tau,Premier League,"FW,MF",26.0,2.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22.0,1.0,0.0,2.0,1.0,4400000.0
Xavier Chavalerin,Ligue 1,MF,29.0,73.0,72.0,71.3,3.0,6.0,18.0,0.0,46.0,13.0,2340.0,3003.0,97.0,57.0,55.0,4.0,4400000.0
José Callejón,Serie A,FW,33.0,115.0,98.0,95.2,17.0,27.0,6.0,0.0,176.0,65.0,3779.0,4778.0,217.0,145.0,67.0,39.0,4400000.0
Matthew Lowton,Premier League,DF,31.0,77.0,74.0,74.9,0.0,4.0,12.0,0.0,14.0,1.0,2280.0,3358.0,39.0,69.0,48.0,4.0,4400000.0
Hicham Boudaoui,Ligue 1,"MF,FW",21.0,20.0,15.0,13.100000000000001,2.0,3.0,7.0,1.0,10.0,7.0,396.0,518.0,8.0,12.0,18.0,10.0,4400000.0
Christopher Lenz,Bundesliga,DF,26.0,42.0,42.0,41.0,0.0,6.0,4.0,0.0,26.0,7.0,1440.0,1983.0,33.0,40.0,32.0,10.0,4400000.0
Timothée Kolodziejczak,Ligue 1,DF,29.0,67.0,65.0,65.0,3.0,3.0,14.0,1.0,30.0,9.0,2983.0,3651.0,22.0,25.0,18.0,0.0,4400000.0
Harold Moukoudi,Ligue 1,DF,23.0,24.0,24.0,24.0,1.0,1.0,6.0,0.0,8.0,2.0,1090.0,1225.0,4.0,1.0,17.0,0.0,4400000.0
Renaud Ripart,Ligue 1,"FW,DF",27.0,82.0,74.0,73.2,15.0,6.0,4.0,0.0,140.0,40.0,1714.0,2447.0,53.0,42.0,80.0,10.0,4400000.0
Timothy Fosu-Mensah,Premier League,DF,23.0,37.0,30.0,28.9,0.0,0.0,7.0,0.0,14.0,1.0,1024.0,1353.0,14.0,15.0,16.0,7.0,4400000.0
Fernandinho,Premier League,MF,35.0,102.0,90.0,89.8,6.0,7.0,22.0,2.0,104.0,30.0,6773.0,7630.0,54.0,100.0,45.0,9.0,4400000.0
Andrea Consigli,Serie A,GK,33.0,121.0,121.0,120.5,0.0,0.0,5.0,1.0,0.0,0.0,2797.0,3812.0,5.0,1.0,3.0,0.0,4400000.0
Cédric Soares,Premier League,DF,29.0,77.0,71.0,68.89999999999999,2.0,8.0,8.0,0.0,49.0,12.0,2647.0,3688.0,56.0,86.0,30.0,3.0,4400000.0
Farid Boulaya,Ligue 1,"MF,FW",27.0,42.0,24.0,26.7,5.0,5.0,3.0,1.0,69.0,28.0,864.0,1268.0,62.0,40.0,63.0,21.0,4400000.0
Timo Horn,Bundesliga,GK,27.0,84.0,84.0,83.4,0.0,0.0,0.0,0.0,0.0,0.0,1897.0,2876.0,4.0,1.0,3.0,0.0,4400000.0
Jorge de Frutos,La Liga,MF,23.0,21.0,7.0,9.7,2.0,4.0,1.0,0.0,13.0,6.0,211.0,309.0,16.0,11.0,17.0,6.0,4400000.0
Christian Atsu,Premier League,"FW,MF",27.0,75.0,40.0,44.7,3.0,5.0,5.0,0.0,68.0,28.0,861.0,1177.0,53.0,45.0,81.0,32.0,4400000.0
Chrislain Matsima,Ligue 1,DF,18.0,6.0,3.0,3.7,0.0,0.0,2.0,0.0,4.0,0.0,227.0,254.0,2.0,2.0,3.0,0.0,4400000.0
Emil Krafth,Premier League,DF,26.0,69.0,58.0,59.0,1.0,2.0,5.0,0.0,17.0,6.0,1923.0,2644.0,26.0,27.0,25.0,10.0,4400000.0
Chris Richards,Bundesliga,DF,20.0,4.0,1.0,1.1,0.0,1.0,0.0,0.0,0.0,0.0,83.0,91.0,3.0,5.0,0.0,0.0,4400000.0
Andrea Favilli,Serie A,FW,23.0,33.0,9.0,12.2,2.0,2.0,5.0,0.0,31.0,10.0,221.0,303.0,11.0,6.0,10.0,14.0,4400000.0
Anthony Limbombe,Ligue 1,"FW,MF",25.0,33.0,14.0,15.399999999999999,2.0,1.0,2.0,0.0,45.0,13.0,369.0,519.0,26.0,18.0,19.0,19.0,4400000.0
Nahuel Molina,Serie A,DF,23.0,8.0,3.0,4.1,0.0,1.0,0.0,0.0,4.0,4.0,143.0,191.0,6.0,4.0,5.0,1.0,4400000.0
Yordan Osorio,Serie A,DF,26.0,10.0,10.0,8.8,0.0,0.0,1.0,0.0,2.0,0.0,438.0,489.0,1.0,0.0,6.0,0.0,4400000.0
Valère Germain,Ligue 1,"FW,MF",30.0,112.0,63.0,67.8,22.0,9.0,5.0,0.0,139.0,56.0,1282.0,1709.0,48.0,34.0,15.0,17.0,4400000.0
Keven Schlotterbeck,Bundesliga,"DF,MF",23.0,41.0,39.0,38.5,0.0,0.0,8.0,1.0,16.0,3.0,1311.0,1570.0,2.0,6.0,13.0,0.0,4400000.0
Bersant Celina,Ligue 1,"MF,FW",24.0,15.0,12.0,12.7,0.0,3.0,3.0,0.0,12.0,1.0,404.0,537.0,26.0,25.0,15.0,3.0,4400000.0
Javier Manquillo,Premier League,DF,26.0,66.0,55.0,54.6,0.0,5.0,10.0,0.0,6.0,1.0,1494.0,2107.0,27.0,26.0,30.0,6.0,4400000.0
Kevin Bonifazi,Serie A,DF,24.0,60.0,54.0,53.9,4.0,1.0,4.0,1.0,29.0,5.0,2254.0,2570.0,9.0,12.0,50.0,1.0,4400000.0
Simone Zaza,Serie A,FW,29.0,95.0,56.0,63.2,24.0,6.0,25.0,3.0,197.0,80.0,791.0,1179.0,41.0,19.0,44.0,32.0,4400000.0
Ryan Fredericks,Premier League,DF,28.0,47.0,41.0,40.5,1.0,4.0,14.0,0.0,9.0,3.0,1322.0,1821.0,38.0,41.0,22.0,21.0,4400000.0
Benjamin Stambouli,Bundesliga,"DF,MF",30.0,69.0,64.0,63.0,0.0,5.0,11.0,0.0,3.0,1.0,2518.0,3261.0,23.0,26.0,38.0,1.0,4400000.0
Sidnei,La Liga,DF,31.0,66.0,60.0,57.400000000000006,3.0,1.0,10.0,0.0,24.0,7.0,2821.0,3225.0,5.0,12.0,33.0,8.0,4400000.0
Benjamin Hübner,Bundesliga,DF,30.0,62.0,61.0,57.7,4.0,6.0,17.0,2.0,54.0,14.0,3014.0,3550.0,17.0,19.0,13.0,1.0,4400000.0
Kevin Stöger,Bundesliga,"MF,FW",27.0,51.0,41.0,41.0,2.0,11.0,13.0,0.0,58.0,17.0,2117.0,2613.0,85.0,55.0,51.0,8.0,4400000.0
Dan Ndoye,Ligue 1,"FW,MF",20.0,16.0,1.0,3.6,1.0,1.0,0.0,0.0,12.0,4.0,55.0,78.0,0.0,2.0,5.0,9.0,4400000.0
Dani García,La Liga,MF,30.0,111.0,105.0,102.5,0.0,4.0,41.0,0.0,40.0,4.0,4103.0,4994.0,43.0,21.0,32.0,1.0,4400000.0
Ángel Rodríguez,La Liga,FW,33.0,118.0,62.0,70.6,36.0,9.0,19.0,0.0,210.0,86.0,836.0,1295.0,55.0,47.0,59.0,49.0,4400000.0
Laurent Koscielny,Ligue 1,DF,35.0,80.0,75.0,76.2,5.0,1.0,8.0,0.0,20.0,8.0,4060.0,4546.0,18.0,9.0,4.0,0.0,4400000.0
Denis Cheryshev,La Liga,MF,30.0,86.0,45.0,47.2,5.0,7.0,11.0,0.0,97.0,28.0,1062.0,1609.0,71.0,67.0,61.0,48.0,4400000.0
Giacomo Raspadori,Serie A,"FW,MF",20.0,25.0,7.0,8.7,3.0,0.0,1.0,0.0,19.0,6.0,209.0,259.0,14.0,7.0,13.0,7.0,4400000.0
Denis Vavro,Serie A,DF,24.0,12.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,205.0,222.0,0.0,0.0,1.0,0.0,4400000.0
Lamine Fomba,Ligue 1,MF,22.0,36.0,26.0,26.4,0.0,0.0,8.0,0.0,23.0,7.0,531.0,716.0,11.0,5.0,30.0,1.0,4400000.0
Sargis Adamyan,Bundesliga,"FW,MF",27.0,23.0,6.0,9.8,6.0,3.0,1.0,0.0,30.0,14.0,168.0,233.0,11.0,7.0,14.0,9.0,4400000.0
James Tomkins,Premier League,DF,31.0,80.0,78.0,76.8,5.0,2.0,19.0,0.0,55.0,17.0,2248.0,2779.0,10.0,3.0,10.0,0.0,4400000.0
Jony,La Liga,"MF,FW",29.0,77.0,55.0,54.6,4.0,13.0,8.0,0.0,72.0,28.0,1294.0,2177.0,117.0,114.0,105.0,38.0,4400000.0
Ezgjan Alioski,Premier League,"DF,MF",28.0,16.0,13.0,11.5,2.0,0.0,2.0,0.0,13.0,5.0,638.0,773.0,12.0,11.0,8.0,3.0,4400000.0
Vicente Guaita,Premier League,GK,34.0,107.0,107.0,106.5,0.0,0.0,6.0,0.0,0.0,0.0,1521.0,2999.0,2.0,1.0,0.0,0.0,4400000.0
Isaac Lihadji,Ligue 1,MF,18.0,13.0,1.0,2.3,0.0,1.0,0.0,0.0,4.0,2.0,76.0,109.0,3.0,1.0,8.0,5.0,4400000.0
Gervinho,Serie A,"FW,MF",33.0,75.0,68.0,63.199999999999996,22.0,7.0,6.0,0.0,119.0,47.0,1080.0,1343.0,59.0,62.0,182.0,111.0,4400000.0
Sergi Guardiola,La Liga,FW,29.0,70.0,58.0,56.8,12.0,5.0,7.0,0.0,119.0,38.0,850.0,1272.0,31.0,24.0,74.0,47.0,4400000.0
Rubén Peña,La Liga,DF,29.0,93.0,73.0,74.9,4.0,5.0,10.0,0.0,41.0,11.0,3187.0,4428.0,80.0,121.0,137.0,25.0,4400000.0
Craig Dawson,Premier League,DF,30.0,61.0,58.0,58.099999999999994,4.0,0.0,12.0,0.0,42.0,11.0,1559.0,2113.0,19.0,21.0,9.0,3.0,4400000.0
Ebrima Colley,Serie A,"FW,MF",20.0,21.0,3.0,7.2,0.0,1.0,2.0,0.0,18.0,8.0,166.0,226.0,6.0,8.0,16.0,6.0,4400000.0
Jean-Eudes Aholou,Ligue 1,MF,26.0,77.0,66.0,63.099999999999994,7.0,3.0,15.0,1.0,84.0,18.0,2191.0,2587.0,22.0,15.0,57.0,7.0,4400000.0
Jean-Kevin Duverne,Ligue 1,DF,23.0,34.0,30.0,30.5,1.0,0.0,4.0,0.0,11.0,2.0,1596.0,1893.0,6.0,6.0,21.0,2.0,4400000.0
Nabil Bentaleb,Bundesliga,MF,26.0,60.0,44.0,44.4,7.0,3.0,10.0,1.0,33.0,8.0,1695.0,2115.0,33.0,17.0,41.0,4.0,4400000.0
Jean-Kévin Augustin,Ligue 1,FW,23.0,55.0,20.0,22.599999999999998,12.0,5.0,1.0,0.0,54.0,26.0,326.0,418.0,22.0,11.0,56.0,16.0,4400000.0
Fabio Depaoli,Serie A,DF,23.0,88.0,65.0,64.19999999999999,0.0,5.0,23.0,2.0,48.0,11.0,1727.0,2446.0,70.0,75.0,52.0,18.0,4400000.0
Melvin Bard,Ligue 1,DF,20.0,10.0,3.0,3.9,0.0,0.0,0.0,1.0,2.0,1.0,275.0,333.0,4.0,4.0,8.0,5.0,4400000.0
Ronaël Pierre-Gabriel,Ligue 1,DF,22.0,43.0,40.0,36.599999999999994,1.0,1.0,10.0,1.0,13.0,5.0,1440.0,1796.0,23.0,31.0,52.0,6.0,4400000.0
Mitchell Dijks,Serie A,DF,27.0,45.0,40.0,39.0,1.0,0.0,12.0,2.0,9.0,4.0,1355.0,1817.0,29.0,30.0,65.0,10.0,4180000.0
Maya Yoshida,Serie A,DF,32.0,78.0,72.0,71.80000000000001,2.0,3.0,8.0,2.0,46.0,11.0,2500.0,3030.0,17.0,4.0,9.0,0.0,4180000.0
Tyler Roberts,Premier League,"MF,FW",22.0,9.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,61.0,91.0,2.0,5.0,2.0,1.0,3960000.0
Daishawn Redan,Bundesliga,"FW,MF",19.0,6.0,0.0,0.7,0.0,0.0,0.0,0.0,2.0,0.0,13.0,17.0,0.0,1.0,3.0,2.0,3960000.0
Pierre-Yves Hamel,Ligue 1,FW,26.0,13.0,7.0,8.5,4.0,2.0,3.0,0.0,22.0,8.0,110.0,169.0,8.0,5.0,3.0,1.0,3850000.0
Tom Heaton,Premier League,GK,33.0,43.0,43.0,42.3,0.0,0.0,3.0,0.0,1.0,0.0,686.0,1292.0,2.0,0.0,1.0,0.0,3850000.0
Paolo Ghiglione,Serie A,"DF,MF",23.0,48.0,35.0,35.5,1.0,9.0,12.0,0.0,38.0,10.0,1094.0,1563.0,41.0,53.0,40.0,14.0,3850000.0
