Player Name,League,Position,Age,Matches Played,Starts,90s Played,Goals,Assists,Yellow Cards,Red Cards,Total Shots,Shots on Target,Passes Completed,Passes Attempted,Key Passes,Completed Passes into PA,Players Dribbled Past,Dribbles into PA
Lamine Koné,Ligue 1,DF,31.0,51.0,45.0,44.9,2.0,1.0,7.0,0.0,17.0,4.0,1703.0,2032.0,9.0,13.0,16.0,1.0
Lamine Sané,Bundesliga,DF,30.0,11.0,9.0,8.7,1.0,0.0,1.0,0.0,4.0,1.0,323.0,400.0,1.0,0.0,3.0,0.0
Landry Bonnefoi,Ligue 1,GK,33.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,65.0,0.0,0.0,0.0,0.0
Landry Dimata,Bundesliga,"FW,MF",19.0,21.0,9.0,10.0,0.0,1.0,1.0,1.0,13.0,3.0,151.0,202.0,6.0,0.0,6.0,6.0
Larra,La Liga,"FW,MF",21.0,10.0,2.0,2.8,0.0,0.0,0.0,0.0,3.0,1.0,45.0,77.0,1.0,1.0,4.0,1.0
Lars Bender,Bundesliga,DF,31.0,71.0,65.0,57.99999999999999,5.0,11.0,12.0,0.0,61.0,11.0,3014.0,3665.0,56.0,53.0,43.0,11.0
Lars Lukas Mai,Bundesliga,DF,17.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,114.0,0.0,0.0,0.0,0.0
Lars Stindl,Bundesliga,"MF,FW",32.0,94.0,77.0,75.1,27.0,11.0,15.0,0.0,166.0,61.0,2956.0,3605.0,121.0,76.0,62.0,17.0
Lassana Coulibaly,Ligue 1,MF,24.0,37.0,16.0,18.8,1.0,1.0,3.0,0.0,18.0,5.0,579.0,703.0,10.0,11.0,21.0,3.0
Lassana Diarra,Ligue 1,MF,33.0,13.0,10.0,8.5,0.0,0.0,4.0,0.0,0.0,0.0,588.0,649.0,6.0,2.0,29.0,2.0
Lasse Schöne,Serie A,MF,33.0,32.0,29.0,27.0,2.0,3.0,5.0,0.0,34.0,9.0,1379.0,1634.0,40.0,22.0,42.0,2.0
Lasse Sobiech,Bundesliga,DF,28.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,39.0,1.0,0.0,0.0,0.0
Lasse Sørensen,Premier League,MF,17.0,1.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,43.0,56.0,2.0,0.0,0.0,0.0
Laurent Abergel,Ligue 1,MF,27.0,19.0,16.0,16.2,0.0,0.0,2.0,0.0,12.0,3.0,649.0,781.0,5.0,4.0,6.0,1.0
Laurent Ciman,Ligue 1,DF,32.0,9.0,7.0,8.0,0.0,0.0,3.0,0.0,8.0,3.0,495.0,568.0,2.0,1.0,1.0,0.0
Laurent Depoitre,Premier League,FW,29.0,56.0,28.0,32.1,6.0,2.0,2.0,0.0,58.0,18.0,440.0,726.0,18.0,7.0,20.0,8.0
Laurent Jans,Bundesliga,DF,26.0,22.0,19.0,17.5,0.0,1.0,2.0,0.0,8.0,0.0,645.0,859.0,10.0,11.0,9.0,6.0
Laurent Koscielny,Ligue 1,DF,35.0,80.0,75.0,76.2,5.0,1.0,8.0,0.0,20.0,8.0,4060.0,4546.0,18.0,9.0,4.0,0.0
Lautado de León,La Liga,"MF,FW",19.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
Lautaro Martínez,Serie A,FW,23.0,80.0,56.0,56.0,29.0,8.0,15.0,1.0,240.0,82.0,708.0,1057.0,65.0,41.0,85.0,45.0
Lautaro Valenti,Serie A,DF,22.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,77.0,89.0,0.0,0.0,1.0,0.0
Layvin Kurzawa,Ligue 1,DF,28.0,63.0,46.0,46.8,5.0,5.0,11.0,1.0,39.0,10.0,2461.0,2834.0,25.0,34.0,52.0,19.0
Lazar Marković,Premier League,FW,24.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,29.0,30.0,1.0,1.0,0.0,0.0
Lazar Samardzic,Bundesliga,"MF,FW",18.0,7.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,48.0,58.0,2.0,2.0,7.0,0.0
Leander Dendoncker,Premier League,MF,25.0,71.0,62.0,59.900000000000006,6.0,0.0,9.0,0.0,58.0,21.0,1989.0,2373.0,28.0,15.0,36.0,6.0
Leandro Bacuna,Premier League,"MF,DF",26.0,11.0,4.0,6.2,0.0,0.0,2.0,0.0,5.0,1.0,114.0,168.0,1.0,5.0,4.0,1.0
Leandro Barreiro Martins,Bundesliga,MF,21.0,32.0,23.0,22.200000000000003,0.0,3.0,6.0,0.0,13.0,2.0,526.0,737.0,14.0,7.0,12.0,4.0
Leandro Cabrera,La Liga,DF,28.0,81.0,78.0,77.1,4.0,1.0,19.0,1.0,34.0,10.0,1625.0,2821.0,15.0,30.0,18.0,2.0
Leandro Castán,Serie A,DF,30.0,14.0,13.0,12.7,0.0,1.0,5.0,0.0,3.0,1.0,412.0,537.0,1.0,2.0,6.0,0.0
Leandro Chichizola,La Liga,GK,28.0,28.0,28.0,28.0,0.0,0.0,2.0,0.0,0.0,0.0,647.0,955.0,2.0,0.0,6.0,0.0
Leandro Paredes,Ligue 1,MF,26.0,43.0,29.0,28.9,0.0,2.0,6.0,1.0,41.0,8.0,2538.0,2787.0,22.0,20.0,23.0,1.0
Leandro Trossard,Premier League,"FW,MF",26.0,47.0,35.0,35.4,6.0,6.0,1.0,0.0,69.0,20.0,932.0,1303.0,64.0,56.0,48.0,35.0
Lebo Mothiba,Ligue 1,FW,23.0,70.0,47.0,47.199999999999996,18.0,6.0,5.0,0.0,82.0,40.0,831.0,1031.0,37.0,15.0,46.0,22.0
Lebogang Phiri,Ligue 1,MF,23.0,46.0,32.0,32.9,0.0,0.0,4.0,0.0,17.0,4.0,1451.0,1656.0,20.0,10.0,23.0,2.0
Ledian Memushaj,Serie A,MF,30.0,17.0,15.0,14.0,0.0,0.0,3.0,0.0,18.0,2.0,544.0,671.0,20.0,6.0,33.0,5.0
Lee Chung-yong,Premier League,FW,29.0,7.0,1.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,58.0,76.0,2.0,1.0,1.0,0.0
Lee Grant,Premier League,GK,34.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,71.0,0.0,0.0,0.0,0.0
Lee Kangin,La Liga,"FW,MF",19.0,32.0,10.0,11.8,2.0,3.0,2.0,2.0,23.0,6.0,400.0,502.0,21.0,15.0,23.0,5.0
Lee Peltier,Premier League,DF,34.0,22.0,18.0,18.2,0.0,0.0,5.0,0.0,1.0,1.0,295.0,466.0,3.0,2.0,4.0,1.0
Lee Seung-woo,Serie A,"MF,FW",19.0,14.0,1.0,4.0,1.0,0.0,4.0,0.0,11.0,3.0,128.0,162.0,3.0,7.0,11.0,4.0
Leif Davis,Premier League,DF,21.0,2.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,17.0,20.0,0.0,1.0,1.0,0.0
Leighton Baines,Premier League,DF,34.0,36.0,31.0,29.9,2.0,3.0,1.0,0.0,8.0,3.0,1104.0,1446.0,34.0,28.0,10.0,5.0
Lemouya Goudiaby,Ligue 1,DF,20.0,2.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,30.0,40.0,0.0,1.0,3.0,0.0
Lennart-Marten Czyborra,Serie A,DF,21.0,10.0,7.0,6.6000000000000005,0.0,0.0,1.0,0.0,1.0,0.0,220.0,289.0,2.0,4.0,4.0,1.0
Lenny Pintor,Ligue 1,FW,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Leo Dubois,Ligue 1,DF,26.0,94.0,88.0,88.0,5.0,10.0,14.0,0.0,77.0,18.0,4255.0,5527.0,147.0,113.0,79.0,42.0
Leo Štulac,Serie A,MF,23.0,26.0,17.0,16.1,0.0,2.0,3.0,1.0,21.0,4.0,564.0,702.0,22.0,5.0,12.0,2.0
Leon Bailey,Bundesliga,FW,23.0,97.0,72.0,71.4,23.0,15.0,9.0,2.0,197.0,64.0,2113.0,3084.0,148.0,125.0,244.0,82.0
Leon Balogun,Premier League,DF,30.0,22.0,19.0,19.6,1.0,0.0,7.0,1.0,7.0,2.0,541.0,702.0,1.0,2.0,12.0,0.0
Leon Britton,Premier League,MF,34.0,5.0,4.0,3.4,0.0,0.0,1.0,0.0,0.0,0.0,123.0,132.0,0.0,1.0,2.0,1.0
Leon Clarke,Premier League,"FW,MF",34.0,2.0,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0
Leon Dajaku,Bundesliga,FW,19.0,5.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0
Leon Goretzka,Bundesliga,MF,25.0,94.0,72.0,73.0,20.0,13.0,9.0,0.0,157.0,60.0,3078.0,3600.0,59.0,75.0,68.0,22.0
Leonardo Balerdi,Ligue 1,DF,21.0,14.0,7.0,7.0,1.0,0.0,4.0,0.0,7.0,2.0,283.0,331.0,0.0,0.0,3.0,0.0
Leonardo Bittencourt,Bundesliga,"FW,MF",27.0,86.0,64.0,60.3,13.0,8.0,13.0,0.0,127.0,38.0,1768.0,2436.0,88.0,84.0,89.0,49.0
Leonardo Bonucci,Serie A,DF,33.0,114.0,112.0,110.4,10.0,1.0,20.0,1.0,76.0,23.0,5880.0,6776.0,34.0,50.0,11.0,0.0
Leonardo Capezzi,Serie A,MF,23.0,18.0,11.0,11.0,0.0,1.0,4.0,0.0,13.0,1.0,562.0,678.0,12.0,12.0,9.0,3.0
Leonardo Koutris,La Liga,DF,24.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,56.0,1.0,2.0,0.0,0.0
Leonardo Morosini,Serie A,"FW,MF",23.0,3.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,1.0,0.0
Leonardo Pavoletti,Serie A,FW,32.0,83.0,68.0,66.69999999999999,28.0,3.0,18.0,0.0,195.0,70.0,1261.0,1828.0,43.0,25.0,33.0,11.0
Leonardo Sernicola,Serie A,FW,21.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
Leonardo Spinazzola,Serie A,DF,27.0,67.0,56.0,53.699999999999996,2.0,8.0,3.0,0.0,46.0,7.0,2364.0,3014.0,63.0,102.0,107.0,101.0
Leonardo Suárez,La Liga,"FW,MF",22.0,13.0,7.0,6.0,2.0,0.0,0.0,0.0,11.0,4.0,121.0,159.0,3.0,4.0,4.0,1.0
Leonardo Ulloa,Premier League,FW,31.0,14.0,2.0,3.2,1.0,0.0,0.0,0.0,3.0,2.0,99.0,134.0,6.0,1.0,6.0,0.0
Leopold Zingerle,Bundesliga,GK,25.0,28.0,28.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,1004.0,1217.0,0.0,0.0,0.0,0.0
Leroy Fer,Premier League,MF,27.0,20.0,15.0,15.5,1.0,1.0,5.0,0.0,12.0,3.0,513.0,641.0,10.0,8.0,20.0,2.0
Leroy Sané,Bundesliga,"FW,MF",25.0,79.0,55.0,56.39999999999999,24.0,30.0,6.0,0.0,133.0,51.0,1911.0,2453.0,108.0,96.0,171.0,99.0
Levan Mchedlidze,Serie A,"FW,DF",28.0,11.0,0.0,2.3,0.0,1.0,1.0,0.0,4.0,1.0,30.0,43.0,3.0,0.0,2.0,0.0
Levent Mercan,Bundesliga,MF,18.0,5.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,22.0,30.0,0.0,0.0,3.0,0.0
Levi Lumeka,Premier League,FW,18.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,5.0,11.0,0.0,0.0,1.0,0.0
Levin Öztunalı,Bundesliga,"DF,FW",24.0,78.0,58.0,56.3,5.0,10.0,7.0,0.0,83.0,28.0,1033.0,1573.0,63.0,65.0,109.0,47.0
Lewis Baker,Bundesliga,MF,24.0,8.0,7.0,6.1,0.0,0.0,1.0,0.0,12.0,5.0,184.0,230.0,6.0,3.0,10.0,2.0
Lewis Cook,Premier League,MF,22.0,69.0,47.0,47.9,0.0,2.0,12.0,0.0,30.0,4.0,1864.0,2364.0,44.0,40.0,99.0,10.0
Lewis Dunk,Premier League,DF,29.0,126.0,126.0,124.9,8.0,5.0,26.0,2.0,90.0,26.0,5278.0,6277.0,31.0,15.0,17.0,1.0
Lewis Holtby,Bundesliga,"MF,FW",26.0,16.0,13.0,13.3,6.0,0.0,1.0,0.0,24.0,10.0,451.0,593.0,12.0,14.0,17.0,9.0
Liam Cooper,Premier League,DF,29.0,12.0,12.0,11.8,1.0,0.0,3.0,0.0,7.0,3.0,745.0,836.0,0.0,2.0,2.0,0.0
Liam Delap,Premier League,FW,17.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0
Liam Henderson,Serie A,MF,23.0,4.0,2.0,2.2,0.0,0.0,1.0,0.0,2.0,0.0,43.0,65.0,2.0,5.0,0.0,0.0
Liam Rosenior,Premier League,DF,33.0,3.0,1.0,1.8,0.0,0.0,0.0,0.0,2.0,0.0,60.0,91.0,0.0,0.0,0.0,0.0
Lilian Brassier,Ligue 1,DF,21.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,40.0,0.0,0.0,1.0,0.0
Lilian Egloff,Bundesliga,MF,18.0,2.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Lilian Fournier,Ligue 1,MF,19.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,2.0,0.0
Lillo,La Liga,DF,30.0,4.0,2.0,2.2,0.0,0.0,2.0,0.0,1.0,0.0,100.0,124.0,1.0,3.0,1.0,1.0
Lino Tempelmann,Bundesliga,"MF,DF",21.0,9.0,3.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,118.0,149.0,0.0,0.0,3.0,0.0
Linton Maina,Bundesliga,"MF,FW",19.0,21.0,17.0,15.799999999999999,1.0,4.0,0.0,0.0,23.0,2.0,397.0,534.0,21.0,26.0,25.0,18.0
Lionel Carole,Ligue 1,DF,29.0,61.0,47.0,46.3,0.0,4.0,6.0,0.0,19.0,3.0,2011.0,2590.0,42.0,51.0,49.0,10.0
Lionel Messi,La Liga,"FW,MF",33.0,120.0,109.0,111.7,106.0,48.0,13.0,0.0,611.0,285.0,5728.0,7218.0,298.0,473.0,616.0,188.0
Lisandro López,Serie A,DF,27.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,24.0,26.0,0.0,0.0,0.0,0.0
Lisandro Magallán,Serie A,DF,27.0,32.0,26.0,26.1,1.0,1.0,10.0,0.0,10.0,1.0,917.0,1110.0,11.0,5.0,8.0,0.0
Ljubomir Fejsa,La Liga,MF,30.0,13.0,11.0,8.7,0.0,0.0,2.0,0.0,1.0,0.0,234.0,290.0,1.0,0.0,4.0,0.0
Lloyd Kelly,Premier League,DF,20.0,8.0,7.0,7.1,0.0,0.0,2.0,0.0,1.0,0.0,168.0,231.0,2.0,0.0,1.0,0.0
Lluis López,La Liga,DF,22.0,10.0,8.0,9.1,0.0,0.0,1.0,0.0,3.0,1.0,417.0,484.0,0.0,0.0,3.0,0.0
Lluís Sastre,La Liga,MF,32.0,4.0,1.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,74.0,95.0,1.0,3.0,1.0,0.0
Lois Diony,Ligue 1,FW,28.0,76.0,45.0,43.0,9.0,2.0,4.0,0.0,84.0,35.0,501.0,783.0,36.0,16.0,37.0,45.0
Loren Morón,La Liga,"FW,MF",27.0,97.0,59.0,61.9,24.0,3.0,10.0,1.0,148.0,61.0,690.0,964.0,40.0,29.0,68.0,22.0
Lorenco Šimić,Serie A,DF,22.0,14.0,5.0,6.1,1.0,0.0,1.0,0.0,7.0,1.0,212.0,264.0,0.0,2.0,3.0,0.0
Lorenzo Andrenacci,Serie A,GK,24.0,6.0,5.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,128.0,163.0,0.0,0.0,0.0,0.0
Lorenzo Ariaudo,Serie A,DF,29.0,19.0,19.0,18.7,0.0,0.0,2.0,0.0,5.0,1.0,512.0,608.0,3.0,2.0,3.0,0.0
Lorenzo Colombo,Serie A,FW,18.0,5.0,1.0,1.1,0.0,0.0,0.0,0.0,3.0,1.0,10.0,16.0,0.0,1.0,0.0,1.0
Lorenzo Crisetig,Serie A,MF,25.0,16.0,11.0,11.8,0.0,0.0,7.0,0.0,0.0,0.0,473.0,555.0,2.0,2.0,7.0,1.0
Lorenzo De Silvestri,Serie A,DF,32.0,111.0,108.0,98.2,8.0,6.0,10.0,2.0,86.0,32.0,3293.0,4653.0,69.0,101.0,37.0,10.0
Lorenzo Del Pinto,Serie A,MF,30.0,16.0,7.0,8.5,0.0,0.0,6.0,0.0,6.0,2.0,327.0,403.0,5.0,3.0,5.0,1.0
Lorenzo Dickmann,Serie A,"DF,MF",21.0,6.0,2.0,1.9,0.0,0.0,1.0,0.0,1.0,0.0,48.0,59.0,0.0,0.0,1.0,0.0
Lorenzo Insigne,Serie A,FW,29.0,116.0,108.0,101.1,35.0,26.0,13.0,2.0,471.0,153.0,5297.0,6437.0,260.0,230.0,209.0,165.0
Lorenzo Montipò,Serie A,GK,24.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,632.0,0.0,0.0,0.0,0.0
Lorenzo Pellegrini,Serie A,"MF,FW",24.0,98.0,84.0,78.0,10.0,17.0,19.0,2.0,170.0,53.0,3091.0,4021.0,209.0,136.0,115.0,37.0
Lorenzo Pirola,Serie A,DF,17.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0
Lorenzo Tonelli,Serie A,DF,31.0,46.0,42.0,42.8,2.0,0.0,19.0,0.0,23.0,7.0,1998.0,2319.0,1.0,5.0,12.0,0.0
Lorenzo Venuti,Serie A,DF,25.0,58.0,42.0,42.6,0.0,2.0,9.0,0.0,12.0,3.0,1612.0,2016.0,37.0,35.0,30.0,10.0
Loris Benito,Ligue 1,DF,29.0,39.0,36.0,35.8,1.0,0.0,8.0,0.0,15.0,2.0,1855.0,2200.0,23.0,22.0,14.0,4.0
Loris Karius,Premier League,GK,24.0,19.0,19.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,383.0,533.0,0.0,0.0,0.0,0.0
Loris Mouyokolo,Ligue 1,DF,19.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0
Louis Beyer,Bundesliga,DF,19.0,12.0,8.0,9.2,0.0,0.0,2.0,0.0,4.0,0.0,438.0,506.0,1.0,0.0,7.0,2.0
Louis Carnot,Ligue 1,MF,17.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0
Louis Schaub,Bundesliga,MF,24.0,9.0,7.0,6.9,1.0,1.0,0.0,0.0,9.0,5.0,220.0,281.0,11.0,3.0,23.0,7.0
Lovre Kalinić,Ligue 1,GK,29.0,4.0,4.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,56.0,119.0,0.0,0.0,0.0,0.0
Loïc Bade,Ligue 1,DF,20.0,16.0,16.0,15.8,0.0,0.0,6.0,1.0,5.0,2.0,863.0,992.0,1.0,1.0,9.0,0.0
Loïc Damour,Premier League,MF,27.0,2.0,0.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0
Loïc Mbe Soh,Ligue 1,DF,18.0,3.0,3.0,2.6,0.0,0.0,0.0,0.0,1.0,0.0,189.0,206.0,0.0,1.0,0.0,0.0
Loïc Perrin,Ligue 1,DF,33.0,80.0,79.0,76.4,1.0,2.0,10.0,0.0,32.0,5.0,3604.0,4142.0,20.0,19.0,16.0,2.0
Loïc Puyo,Ligue 1,MF,28.0,8.0,0.0,1.9,0.0,0.0,0.0,0.0,2.0,0.0,80.0,111.0,5.0,1.0,4.0,0.0
Loïc Rémy,Ligue 1,FW,32.0,69.0,37.0,37.7,22.0,2.0,9.0,2.0,101.0,45.0,628.0,820.0,22.0,15.0,59.0,27.0
Loïck Landre,Ligue 1,DF,28.0,46.0,42.0,39.2,4.0,0.0,10.0,2.0,19.0,5.0,1162.0,1412.0,2.0,2.0,7.0,0.0
Luan Capanni,Serie A,FW,18.0,1.0,0.0,0.1,0.0,0.0,1.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0
Luc Ihorst,Bundesliga,FW,19.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
Luca Antei,Serie A,DF,25.0,8.0,8.0,6.6,0.0,0.0,1.0,1.0,1.0,1.0,315.0,371.0,0.0,0.0,2.0,0.0
Luca Antonelli,Serie A,"DF,MF",31.0,19.0,11.0,10.0,0.0,1.0,2.0,0.0,7.0,2.0,352.0,474.0,5.0,6.0,6.0,3.0
Luca Caldirola,Serie A,DF,29.0,11.0,10.0,9.0,2.0,0.0,2.0,0.0,5.0,3.0,322.0,384.0,2.0,2.0,0.0,0.0
Luca Ceppitelli,Serie A,DF,31.0,73.0,69.0,65.7,7.0,1.0,19.0,2.0,34.0,11.0,2520.0,3095.0,10.0,13.0,11.0,0.0
Luca Cigarini,Serie A,MF,34.0,79.0,69.0,64.0,2.0,9.0,34.0,4.0,57.0,9.0,3585.0,4554.0,122.0,66.0,46.0,7.0
Luca Crosta,Serie A,GK,19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,24.0,0.0,0.0,0.0,0.0
Luca Falbo,Serie A,DF,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
Luca Gagliano,Serie A,FW,19.0,2.0,1.0,0.6,1.0,1.0,0.0,0.0,2.0,2.0,9.0,12.0,1.0,0.0,0.0,1.0
Luca Garritano,Serie A,"MF,FW",23.0,11.0,0.0,2.1,0.0,0.0,0.0,0.0,4.0,2.0,57.0,84.0,2.0,6.0,7.0,1.0
Luca Horn,Bundesliga,DF,20.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0
Luca Kilian,Bundesliga,DF,21.0,21.0,18.0,18.2,0.0,0.0,2.0,0.0,2.0,0.0,826.0,920.0,2.0,2.0,2.0,0.0
Luca Marrone,Serie A,DF,30.0,13.0,13.0,12.5,0.0,0.0,5.0,0.0,2.0,0.0,668.0,770.0,0.0,1.0,1.0,0.0
Luca Matarese,Serie A,FW,20.0,2.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0
Luca Mazzitelli,Serie A,MF,23.0,31.0,13.0,15.0,0.0,1.0,7.0,0.0,20.0,3.0,501.0,694.0,10.0,8.0,8.0,0.0
Luca Mora,Serie A,MF,32.0,21.0,11.0,11.700000000000001,0.0,1.0,5.0,0.0,7.0,1.0,295.0,427.0,6.0,10.0,16.0,0.0
Luca Netz,Bundesliga,"DF,MF",17.0,4.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,25.0,32.0,1.0,1.0,2.0,2.0
Luca Paganini,Serie A,"DF,MF",25.0,14.0,12.0,12.5,2.0,0.0,2.0,0.0,29.0,6.0,325.0,424.0,9.0,7.0,10.0,4.0
Luca Pellegrini,Serie A,"DF,MF",21.0,50.0,42.0,40.0,0.0,8.0,17.0,1.0,22.0,5.0,1458.0,2046.0,43.0,53.0,60.0,23.0
Luca Plogmann,Bundesliga,GK,18.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0
Luca Ranieri,Serie A,DF,20.0,3.0,2.0,2.6,0.0,0.0,2.0,1.0,3.0,0.0,137.0,159.0,5.0,1.0,4.0,0.0
Luca Rigoni,Serie A,MF,33.0,46.0,39.0,37.1,4.0,3.0,10.0,0.0,35.0,15.0,872.0,1103.0,23.0,17.0,20.0,3.0
Luca Rizzo,Serie A,MF,25.0,11.0,4.0,5.4,2.0,0.0,0.0,0.0,10.0,7.0,143.0,207.0,5.0,6.0,14.0,6.0
Luca Rossettini,Serie A,DF,34.0,70.0,67.0,67.9,0.0,2.0,17.0,0.0,19.0,8.0,2428.0,2888.0,8.0,5.0,2.0,0.0
Luca Sangalli,La Liga,MF,24.0,29.0,17.0,15.2,1.0,4.0,0.0,0.0,18.0,10.0,420.0,577.0,18.0,16.0,24.0,3.0
Luca Siligardi,Serie A,FW,32.0,46.0,22.0,22.699999999999996,1.0,3.0,2.0,0.0,48.0,11.0,460.0,706.0,22.0,17.0,48.0,10.0
Luca Sparandeo,Serie A,DF,17.0,1.0,0.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,15.0,16.0,0.0,1.0,0.0,0.0
Luca Tremolada,Serie A,MF,27.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0
Luca Valls,Ligue 1,FW,20.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
Luca Valzania,Serie A,MF,22.0,15.0,12.0,10.8,2.0,1.0,4.0,0.0,20.0,7.0,231.0,292.0,11.0,5.0,8.0,1.0
Luca Vido,Serie A,"FW,MF",20.0,4.0,0.0,0.8,0.0,0.0,0.0,0.0,5.0,2.0,28.0,31.0,2.0,2.0,2.0,1.0
Luca Vignali,Serie A,"DF,MF",25.0,7.0,7.0,5.6,0.0,0.0,0.0,1.0,0.0,0.0,318.0,392.0,2.0,3.0,0.0,0.0
Luca Waldschmidt,Bundesliga,"FW,MF",23.0,73.0,35.0,42.0,17.0,4.0,4.0,0.0,125.0,43.0,935.0,1217.0,43.0,35.0,55.0,19.0
Luca Zanimacchia,Serie A,FW,21.0,2.0,1.0,1.3,0.0,0.0,0.0,0.0,2.0,1.0,44.0,58.0,2.0,0.0,0.0,0.0
Luca Zidane,La Liga,GK,20.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,60.0,0.0,0.0,0.0,0.0
Lucas,Bundesliga,MF,20.0,2.0,0.0,0.7,1.0,0.0,1.0,0.0,1.0,1.0,18.0,25.0,0.0,0.0,2.0,0.0
Lucas Alario,Bundesliga,FW,28.0,88.0,46.0,52.4,33.0,9.0,12.0,1.0,173.0,67.0,969.0,1283.0,47.0,24.0,59.0,19.0
Lucas Biglia,Serie A,MF,33.0,58.0,45.0,42.7,2.0,1.0,12.0,0.0,34.0,7.0,2620.0,2897.0,46.0,24.0,23.0,3.0
Lucas Boyé,La Liga,FW,24.0,38.0,14.0,15.700000000000001,3.0,1.0,6.0,1.0,26.0,8.0,323.0,434.0,10.0,8.0,42.0,7.0
Lucas Buadés,Ligue 1,FW,23.0,7.0,1.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,0.0,0.0,1.0,0.0
Lucas Castro,Serie A,MF,30.0,59.0,45.0,43.50000000000001,6.0,7.0,6.0,0.0,74.0,23.0,1511.0,2021.0,57.0,47.0,96.0,7.0
Lucas Da Cunha,Ligue 1,MF,18.0,2.0,1.0,0.8,0.0,0.0,0.0,0.0,2.0,0.0,18.0,22.0,2.0,1.0,1.0,0.0
